5,2,내 안의 소중한 친구,6,영상자료,감정에 대한 영상을 살펴봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111031_00037,20190624
5,2,내 안의 소중한 친구,7,영상자료,영상을 보고 사람의 감정과 표정에 대해 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110927_00031,20190624
5,2,내 안의 소중한 친구,8,평점,오늘 하루동안 긍정적인 감정을 유지하도록 노력해 봅시다.,,20190624
5,2,내 안의 소중한 친구,9,평점,짝의 감정이 어떤지 살펴보고 어떻게 대하면 좋을지 생각해봅시다.,,20190624
5,2,내 안의 소중한 친구,10,서술,감정을 숨겨야만 했던 경험이 있다면 적어봅시다.,,20190624
5,3,긍정적인 생활,1,평점,거울을 보며 나에 대해 3가지를 칭찬해봅시다.,,20190624
5,3,긍정적인 생활,2,평점,짝의 장점을 3가지를 찾아 말해줍시다.,,20190624
5,3,긍정적인 생활,3,평점,가장 긍정적인 마음을 가진 친구를 찾아 칭찬해줍시다.,,20190624
5,3,긍정적인 생활,4,서술,긍정적인 결과를 만들려면 무엇이 필요할까요?,,20190624
5,3,긍정적인 생활,5,평점,주변에서 나에게 긍정의 힘을 주는 보물들을 찾아봅시다.,,20190624
5,3,긍정적인 생활,6,영상자료,긍정의 중요성을 영상을 통해 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120704_00090,20190624
5,3,긍정적인 생활,7,평점,나 스스로가 소중하고 가치있다고 생각하고 너그럽고 여유있는 마음으로 오늘 하루를 지내봅시다.,,20190624
5,3,긍정적인 생활,8,평점,내게서 발전시킬 수 있는 3가지 능력을 찾아봅시다.,,20190624
5,3,긍정적인 생활,9,평점,오늘 한 일을 생각해보고 나를 위한 상을 생각해봅시다.,,20190624
5,3,긍정적인 생활,10,영상자료,다중지능 수업 영상을 보고 나의 가치에 대해 폭 넓게 생각해보기,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110927_00037,20190624
5,4,밝고 건전한 사이버 생활,1,평점,오늘 하루 동안 사이버 공간에서 악플이나 비속어 등 거친 말을 쓰지 않도록 합시다.,,20190624
5,4,밝고 건전한 사이버 생활,2,서술,인터넷에서 유용한 정보를 찾았던 경험을 적어봅시다.,,20190624
5,4,밝고 건전한 사이버 생활,3,서술,사이버 공간의 긍정적인 면을 2가지 적어봅시다.,,20190624
5,4,밝고 건전한 사이버 생활,4,서술,사이버 공간의 부정적인 면을 2가지 적어봅시다.,,20190624
5,4,밝고 건전한 사이버 생활,5,영상자료,영상을 보며 함께 가꾸어 가는 사이버 공간에 대해 생각해봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120226_00004,20190624
5,4,밝고 건전한 사이버 생활,6,평점,인터넷이나 SNS 등 사이버 공간 사용에서 나와 친구들의 미흡한 점을 2가지 생각해봅시다.,,20190624
5,4,밝고 건전한 사이버 생활,7,영상자료,인터넷의 언어 파괴현상에 대한 영상을 살펴보고 나를 돌이켜 봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111215_00072,20190624
5,4,밝고 건전한 사이버 생활,8,영상자료,영상을 보고 악성 댓글에 대해 생각해봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111030_00061,20190624
5,4,밝고 건전한 사이버 생활,9,서술,사이버 공간에서 지켜야 할 네티켓에 대해 2가지를 적어봅시다.,,20190624
5,4,밝고 건전한 사이버 생활,10,영상자료,영상을 보고 저작권에 대해 생각해봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20111107_00041,20190624
5,5,갈등을 해결하는 지혜,1,평점,오늘 하루동안 상대방의 말을 경청해봅시다.,,20190624
5,5,갈등을 해결하는 지혜,2,평점,나의 생활을 돌아보고 그 동안 갈등을 어떻게 해결해왔는지 생각해봅시다.,,20190624
5,5,갈등을 해결하는 지혜,3,영상자료,영상을 보고 이웃간의 갈등에 대해서도 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110309_A0403,20190624
5,5,갈등을 해결하는 지혜,4,평점,"친구들을 모함, 뒷담화를 하거나 참여하지도 않고 하루를 보내봅시다.",,20190624
5,5,갈등을 해결하는 지혜,5,서술,친구와 갈등이 있었던 것을 간단히 적어보고 어떻게하면 해결이 가능한 문제인지 생각해봅시다.,,20190624
5,5,갈등을 해결하는 지혜,6,영상자료,영상을 보고 갈등에서 필요한 것을 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20171024_00048,20190624
5,5,갈등을 해결하는 지혜,7,영상자료,세대 간의 갈등에 대해서도 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110927_00259,20190624
5,5,갈등을 해결하는 지혜,8,영상자료,생활 속에서 볼 수 있는 갈등에 대해 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20110309_A0297,20190624
5,5,갈등을 해결하는 지혜,9,영상자료,대화 만으로도 마음의 문을 열 수 있다는 것을 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120106_00252,20190624
5,5,갈등을 해결하는 지혜,10,서술,친구의 입장에서 나에게 보내는 편지를 써 봅시다.,,20190624
5,6,인권을 존중하며 함께 사는 우리,1,영상자료,세계 인권 선언에 대한 영상을 보고 인권에 대해 생각해봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120117_00214,20190624
5,6,인권을 존중하며 함께 사는 우리,2,평점,친구들의 인권을 존중하려면 내가 무엇을 해야할지 2가지 생각해봅시다.,,20190624
5,6,인권을 존중하며 함께 사는 우리,3,평점,주변에서 인권을 무시하거나 침해하는 경우가 있는지 찾아봅시다.,,20190624
5,6,인권을 존중하며 함께 사는 우리,4,서술,인권을 존중하지 않으면 어떤 일이 일어날까요?,,20190624
5,6,인권을 존중하며 함께 사는 우리,5,평점,인권을 존중해주는 친구를 찾아 칭찬해봅시다.,,20190624
5,6,인권을 존중하며 함께 사는 우리,6,평점,오늘 하루동안 친구를 무시하지 않도록 합시다.,,20190624
5,6,인권을 존중하며 함께 사는 우리,7,평점,"오늘 하루 욕설, 별명 부르기, 놀리기 등으로 친구를 힘들게 하지 맙시다.",,20190624
5,6,인권을 존중하며 함께 사는 우리,8,평점,"남녀, 외모, 친분으로 친구들을 차별하지 않도록 하루를 보내봅시다.",,20190624
5,6,인권을 존중하며 함께 사는 우리,9,영상자료,영상을 보고 생활 속의 인권을 알아봅시다.,https://clipbank.ebs.co.kr/clip/view?clipId=VOD_20120101_00445,20190624
5,6,인권을 존중하며 함께 사는 우리,10,평점,상대방이 싫다고 하는 것을 하지는 않는지 하루동안 신경을 써서 생활해 봅시다.,,20190624
